text,label
you know we are shifting the review from thursday to tomorrow,decision
the strike is over buses are back from saturday,info
the coffee here is decent yaar,ordinary
i'll follow up with dad about the trip,task
listen news says the grocery store metro line opens day after tomorrow,info
rahul's fever isn't coming down since tomorrow,risk
let's cancel the cab and take the train,decision
we are shifting the class from next week to day after tomorrow,decision
actually news says the grocery store metro line opens wednesday,info
my boss reached safely an hour ago you know,info
cool cool,ordinary
make sure the keys reaches my boss by early morning,task
did anyone ask the delivery guy about the parcel,question
i said i'd help mom with the medicine this weekend,task
did anyone ask my brother about the parcel,question
by the way decided we're we're selling the old bike na,decision
hey news says the airport metro line opens sunday,info
we agreed to keep the class at the service center itself,decision
uh the food was really good,ordinary
street dogs dogs near the pharmacy looked aggressive today,risk
my back hurts from from sitting all day,ordinary
actually so tired today man,ordinary
actually what documents do they need at the metro station,question
make sure the keys reaches priya by 8 pm,task
haha that's funny right,ordinary
instead of buying let's just rent the report na,decision
priya said the results are out actually,info
ankit hasn't picked up the phone since 1030,risk
actually don't eat that it's been out since friday,risk
let's cut the budget for the medicine by a lot actually,decision
the landlord increased the rent by more than expected,info
actually haha that's funny,ordinary
by the way just scrolling reels,ordinary
the report finally got delivered to the pharmacy,info
um that actor is so good in the food,ordinary
um the dog did the funniest funniest thing today,ordinary
is there a way to reschedule the wedding na,question
by the way that actor is so good in that show,ordinary
the extension board is overheating unplug it only,risk
okay so it's settled the landlord pays for the tickets this time,decision
okay so should we take a cab or the metro to the service center,question
um need to book a cab for 8 pm yaar,task
ankit said the tap is leaking badly please look at it,risk
i smell something burning from the kitchen,risk
actually i think the stove is still on,risk
aunt seema said the meeting got cancelled,info
listen low balance alert came twice something's wrong with the account,risk
listen haha that's funny,ordinary
hey she sings really well,ordinary
uh should we take a cab or the metro to the office na,question
actually decided we're selling the old bike,decision
note it down we must send the email by next week,task
the landlord is getting discharged thursday morning,info
